Sample	Replicate	Exp.nbl	Depth	Data	Subsampling	N.nbl.reads	Type	Input.material	Fraction.tp.perc	Fraction.tp	Fraction.ddPCR
10M_mix_Bmap_CLBGA_1-8_rep55	55	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep55	55	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep55	55	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep55	55	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep55	55	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep55	55	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep55	55	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep55	55	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep56	56	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep56	56	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep56	56	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep56	56	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep56	56	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep56	56	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep56	56	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep56	56	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep56	56	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep56	56	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep56	56	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep56	56	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep56	56	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep56	56	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep56	56	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep57	57	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep57	57	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep57	57	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep57	57	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep57	57	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep57	57	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep57	57	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep57	57	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep57	57	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep57	57	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep57	57	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep57	57	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep57	57	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep57	57	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep57	57	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep58	58	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep58	58	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep58	58	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep58	58	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep58	58	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep58	58	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep58	58	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep58	58	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep58	58	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep58	58	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep58	58	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep58	58	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep58	58	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep58	58	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep58	58	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep59	59	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep59	59	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep59	59	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep59	59	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep59	59	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep59	59	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep59	59	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep59	59	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep59	59	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep59	59	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep59	59	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep59	59	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep59	59	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep59	59	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep59	59	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0_rep60	60	0	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-01_rep60	60	1e-04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-1_rep60	60	0.001	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-11_rep60	60	0.0011	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	11000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-3_rep60	60	0.003	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	30000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_0-7_rep60	60	0.007	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	70000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1_rep60	60	0.01	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	100000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_1-8_rep60	60	0.018	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	180000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_2-5_rep60	60	0.025	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	250000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_4_rep60	60	0.04	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	400000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_5_rep60	60	0.05	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_10_rep60	60	0.1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_25_rep60	60	0.25	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	2500000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_50_rep60	60	0.5	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	5000000		NA	NA	NA	NA
10M_mix_Bmap_CLBGA_100_rep60	60	1	10000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	10000000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0_rep1	1	0	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-01_rep1	1	1e-04	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1500		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-1_rep1	1	0.001	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-11_rep1	1	0.0011	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	16500		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-3_rep1	1	0.003	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	45000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-7_rep1	1	0.007	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	105000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_1_rep1	1	0.01	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	150000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_1-8_rep1	1	0.018	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	270000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_2-5_rep1	1	0.025	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	375000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_4_rep1	1	0.04	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	600000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_5_rep1	1	0.05	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	750000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_10_rep1	1	0.1	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1500000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_25_rep1	1	0.25	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	3750000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_50_rep1	1	0.5	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	7500000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_100_rep1	1	1	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0_rep2	2	0	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	0		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-01_rep2	2	1e-04	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1500		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-1_rep2	2	0.001	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	15000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-11_rep2	2	0.0011	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	16500		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-3_rep2	2	0.003	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	45000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_0-7_rep2	2	0.007	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	105000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_1_rep2	2	0.01	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	150000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_1-8_rep2	2	0.018	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	270000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_2-5_rep2	2	0.025	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	375000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_4_rep2	2	0.04	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	600000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_5_rep2	2	0.05	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	750000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_10_rep2	2	0.1	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	1500000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_25_rep2	2	0.25	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	3750000		NA	NA	NA	NA
15M_mix_Bmap_CLBGA_50_rep2	2	0.5	15000000	in silico samples made with the 0% and 100% tumour in vitro mixtures (CLBGA cell line & cfDNA pool)	Before mapping	7500000		NA	NA	NA	NA
